batch_size;model_depth;load_cvit_time;load_cpic_time;foreward_time[];store_cprd_time
16;8;0.0874628;0.00095084;1.46805;0.000836906;1.15488;1.71066;1.14909;1.71618;1.1489;1.70888;1.15494;1.70909;1.14824;1.71489;1.1495;1.7108;1.15288;1.70965;1.14871;1.71322;0.00206557;0.00335715;0.0019992
